"UNIT";"AGE";"SEX";"GEO";"FREQ";"obsTime";"obsValue";"OBS_FLAG";"OBS_STATUS"
"PC";"Y_GE15";"T";"ITH2";"A";"2001";3,9;NA;NA
"PC";"Y_GE15";"T";"ITH2";"A";"2000";3,7;NA;NA
"PC";"Y_GE15";"T";"ITH2";"A";"1999";5,3;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2015";7,1;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2014";7,5;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2013";7,6;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2012";6,4;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2011";4,9;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2010";5,7;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2009";4,7;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2008";3,4;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2007";3,4;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2006";4,1;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2005";4,2;"b";NA
"PC";"Y_GE15";"T";"ITH3";"A";"2004";4,3;"b";NA
"PC";"Y_GE15";"T";"ITH3";"A";"2003";3,1;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2002";3,8;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2001";3,7;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"2000";4,1;NA;NA
"PC";"Y_GE15";"T";"ITH3";"A";"1999";4,8;NA;NA
