"UNIT";"INDIC_TO";"NACE_R2";"GEO";"FREQ";"obsTime";"obsValue";"OBS_STATUS";"OBS_FLAG"
"NR";"B003";"I551-I553";"IT";"A";"1991";59100227;NA;NA
"NR";"B003";"I551-I553";"IT";"A";"1990";59057446;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2015";NA;"na";NA
"NR";"B003";"I551-I553";"ITC4";"A";"2014";14091530;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2013";13611606;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2012";13595973;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2011";13258859;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2010";12298940;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2009";11409159;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2008";10778728;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2007";10727569;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2006";10191874;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2005";9740971;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2004";9493391;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2003";8882947;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2002";8572807;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2001";7793775;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"2000";7216637;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1999";7685719;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1998";7520462;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1997";7776915;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1996";7588714;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1995";7476625;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1994";6996839;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1993";6516444;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1992";6588671;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1991";6504135;NA;NA
"NR";"B003";"I551-I553";"ITC4";"A";"1990";6390927;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2015";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"2014";37171790;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2013";36574709;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2012";36474079;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2011";36289930;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2010";34320936;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2009";33288979;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2008";33297920;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2007";33016469;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2006";31572845;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2005";29968167;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2004";28999477;NA;NA
"NR";"B003";"I551-I553";"ITH";"A";"2003";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"2002";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"2001";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"2000";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1999";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1998";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1997";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1996";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1995";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1994";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1993";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1992";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1991";NA;"na";NA
"NR";"B003";"I551-I553";"ITH";"A";"1990";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"2015";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"2014";6139477;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2013";6040679;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2012";6043978;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2011";5853454;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2010";5697490;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2009";5549364;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2008";5389382;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2007";5280923;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2006";5046217;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2005";4899775;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2004";4716538;NA;NA
"NR";"B003";"I551-I553";"ITH1";"A";"2003";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"2002";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"2001";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"2000";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1999";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1998";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1997";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1996";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1995";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1994";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1993";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1992";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1991";NA;"na";NA
"NR";"B003";"I551-I553";"ITH1";"A";"1990";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"2015";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"2014";3498318;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2013";3450620;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2012";3421140;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2011";3327405;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2010";3200080;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2009";3145272;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2008";3064424;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2007";2997996;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2006";2968405;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2005";2879343;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2004";2747755;NA;NA
"NR";"B003";"I551-I553";"ITH2";"A";"2003";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"2002";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"2001";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"2000";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1999";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1998";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1997";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1996";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1995";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1994";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1993";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1992";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1991";NA;"na";NA
"NR";"B003";"I551-I553";"ITH2";"A";"1990";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"2015";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"2014";16262831;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2013";15984757;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2012";15818490;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2011";15765623;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2010";14583515;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2009";13945187;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2008";14129877;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2007";14153217;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2006";13439371;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2005";12487864;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2004";12061584;NA;NA
"NR";"B003";"I551-I553";"ITH3";"A";"2003";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"2002";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"2001";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"2000";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1999";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1998";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1997";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1996";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1995";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1994";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1993";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1992";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1991";NA;"na";NA
"NR";"B003";"I551-I553";"ITH3";"A";"1990";NA;"na";NA
